Unnamed: 0,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Organic_channel0_impression,Promo,revenue_per_conversion,population
3706,Geo3,2023-11-17,588741.2300000001,171302.12000000002,514469.01000000007,1399655.4,689928.6900000001,4317.076478000001,1651.5632430000005,3822.980238000001,10907.290900000002,5375.863383000001,811032.7500000002,1.5060728,0.02424790874,229277.33
2614,Geo23,2023-11-17,2914047.840000001,0.0,1208347.1400000004,4101673.73,653397.5800000001,21367.90546,0.0,8979.136540000001,31963.687910000004,5091.216207,2371376.1500000004,1.0546069,0.02414625785,981570.9
1834,Geo19,2023-11-17,0.0,226879.84000000003,0.0,799859.6100000002,382516.0900000001,0.0,2187.4010950000006,0.0,6233.17827,2980.5316530000005,0.0,0.0,0.0239501955,426056.94
4642,Geo35,2023-11-17,1708483.7000000004,0.0,722373.6300000001,2569215.9900000007,1134186.2400000002,12527.83785,0.0,5367.90364,20021.490060000004,8837.479057000002,806278.6600000001,0.54176867,0.02404635783,742166.56
430,Geo10,2023-11-17,3916547.36,1079520.86,2778161.2100000004,4972980.210000001,3090946.2100000004,28718.957960000007,10407.91059,20644.306100000005,38753.64163000001,24084.378450000004,4645792.580000001,0.0,0.02435497922,994048.94
2302,Geo21,2023-11-17,82414.31000000001,0.0,0.0,1330017.4800000002,815285.9000000001,604.321311,0.0,0.0,10364.61437,6352.635520000002,575113.0000000001,0.0,0.02418357546,557798.9
274,Geo1,2023-11-17,648290.1700000002,0.0,0.0,950464.6800000002,329819.38000000006,4753.732566000001,0.0,0.0,7406.819464000001,2569.9235980000008,0.0,0.0,0.02390007488,199816.9
3082,Geo26,2023-11-17,1058793.5600000003,571884.7200000001,193547.97000000003,762143.9100000001,180556.2,7763.8397650000015,5513.672824,1438.2403640000002,5939.265640000001,1406.8778900000004,16689.530000000002,1.3431991,0.02416138527,271370.62
1678,Geo18,2023-11-17,1730153.5900000003,248807.46,195033.85,2312544.7400000007,1706623.9300000002,12686.73747,2398.8103590000005,1449.2817350000005,18021.2923,13297.86249,1609216.5100000002,1.3434212,0.02426746476,602324.5
118,Geo0,2023-11-17,274546.58,90460.81,445859.5900000001,815371.8100000002,326373.30000000005,2013.174163,872.1536615000001,3313.148674000001,6354.062715000002,2543.0717620000005,192767.52,0.91592294,0.02439198102,136670.94
5734,Geo6,2023-11-17,308680.68000000005,0.0,347703.18000000005,1255662.9800000002,65935.32,2263.4700440000006,0.0,2583.7558340000005,9785.180823,513.7621643000001,117608.37000000002,0.0,0.02415156975,218910.16
5110,Geo38,2023-11-17,246084.96,229447.46,181065.61,1726667.58,443578.7400000001,1804.4728790000004,2212.1560010000003,1345.48491,13455.645280000002,3456.3262800000007,460961.6000000001,1.9122726,0.02438083934,243833.56
5422,Geo4,2023-11-17,108021.54000000002,0.0,0.0,37517.26000000001,0.0,792.0920150000001,0.0,0.0,292.36603220000006,0.0,0.0,0.0,0.02424776475,337852.2
5266,Geo39,2023-11-17,1638719.9400000002,0.0,224465.89000000004,4356387.200000001,1152921.88,12016.2801,0.0,1667.9891140000004,33948.6312,8983.465436000002,1115933.39,0.54094124,0.0241292392,798939.1
2458,Geo22,2023-11-17,242015.73000000004,0.0,0.0,1821193.99,898163.6400000001,1774.6344000000006,0.0,0.0,14192.273920000003,6998.411915000001,0.0,0.0,0.02406573356,411040.88
1522,Geo17,2023-11-17,2103845.1500000004,962039.5400000002,1443805.88,4067284.3200000008,0.0,15426.91436,9275.246167,10728.812270000002,31695.69953000001,0.0,0.0,0.5709606,0.02427469693,777539.94
4486,Geo34,2023-11-17,1065002.07,0.0,1646445.7900000005,3015477.3000000003,2945027.4700000007,7809.36541,0.0,12234.613710000003,23499.132910000004,22947.392270000008,822232.5100000001,0.0,0.0242763631,607054.44
742,Geo12,2023-11-17,788936.9400000001,61418.39000000001,378713.06000000006,2532352.1300000004,799756.7600000001,5785.055980000001,592.1489167000001,2814.187871,19734.2167,6231.633584,190199.9,0.0,0.0243398518,560989.75
2926,Geo25,2023-11-17,1716689.9200000004,0.0,777520.5900000001,2392223.2400000007,2131415.0000000005,12588.012360000002,0.0,5777.696760000001,18642.214690000004,16607.79692,0.0,0.836439,0.02422423872,779181.9
2146,Geo20,2023-11-17,2858155.5200000005,648388.18,0.0,2544006.85,1939137.5300000005,20958.06515,6251.260510000002,0.0,19825.039300000004,15109.588230000005,820315.8700000001,1.3051524,0.02429548594,561594.6
6046,Geo8,2023-11-17,266086.26,0.0,0.0,1256365.9900000002,34668.920000000006,1951.1369790000003,0.0,0.0,9790.660066000002,270.13715850000006,396567.82000000007,1.0583217,0.02436000314,301630.44
4018,Geo31,2023-11-17,65995.82,0.0,0.0,3125184.3700000006,3100361.2200000007,483.9290698,0.0,0.0,24354.064460000005,24157.73954000001,0.0,0.61456734,0.02418365774,873369.7
3238,Geo27,2023-11-17,0.0,608440.0300000001,653055.15,1300977.4800000002,1184752.1400000004,0.0,5866.11146,4852.803373000001,10138.310490000002,9231.484097,0.0,0.0,0.02426423043,559967.9
6202,Geo9,2023-11-17,227538.08000000005,0.0,1448504.3100000003,3226135.8800000004,1897410.68,1668.473719,0.0,10763.72561,25140.76290000001,14784.45639,0.0,0.089601494,0.02417790782,513695.22
1366,Geo16,2023-11-17,1218874.1400000004,0.0,0.0,912274.66,365142.9100000001,8937.666815000002,0.0,0.0,7109.211010000002,2845.161330000001,753476.6800000002,0.96653455,0.0243987062,376367.94
5890,Geo7,2023-11-17,2551090.1900000004,93814.93,0.0,1992245.6400000004,1496560.6700000004,18706.437860000005,904.4914560000002,0.0,15525.252270000005,11661.06887,0.0,1.2345015,0.02411505316,733989.56
1054,Geo14,2023-11-17,2039826.4700000004,0.0,0.0,3950591.92,377446.19000000006,14957.482760000004,0.0,0.0,30786.332500000004,2941.0272100000007,1500393.9500000002,0.0,0.0241780022,765448.1
4954,Geo37,2023-11-17,1495700.3600000003,0.0,625764.8100000002,1769822.2300000002,1134842.0600000003,10967.556160000002,0.0,4650.010761000001,13791.941790000004,8842.58925,1294489.4600000002,0.65854883,0.02416129452,327985.06
3550,Geo29,2023-11-17,1526424.6800000002,0.0,0.0,2461920.45,1371582.1900000002,11192.849690000005,0.0,0.0,19185.353440000003,10687.247560000002,238906.03000000003,0.0,0.0241195713,428704.5
586,Geo11,2023-11-17,2517575.6100000003,0.0,835558.2400000001,3702984.7800000007,1983578.41,18460.68444,0.0,6208.970284000001,28856.769700000004,15455.867240000003,2136405.0400000005,1.071576,0.02404774449,659730.0
4174,Geo32,2023-11-17,594564.9600000002,0.0,2972.9700000000007,1901115.7000000004,1239326.7700000005,4359.780403000001,0.0,22.09191622,14815.091170000003,9656.724440000002,0.0,0.35870463,0.02405341213,714763.8
3862,Geo30,2023-11-17,1256612.83,0.0,0.0,1256436.1700000004,311474.57000000007,9214.394057,0.0,0.0,9791.207107,2426.9823050000005,234867.05000000005,0.0,0.02421283447,270937.94
3394,Geo28,2023-11-17,1479509.35,0.0,522364.26000000007,1982816.1100000003,2242050.14,10848.83217,0.0,3881.649629000001,15451.770180000003,17469.85658,669023.5200000001,0.21750276,0.02441201499,679385.8
2770,Geo24,2023-11-17,321031.15,0.0,0.0,626680.7800000001,0.0,2354.032494,0.0,0.0,4883.623162000001,0.0,0.0,0.0,0.02431628826,141613.08
5578,Geo5,2023-11-17,803145.9700000001,241974.59000000003,945123.74,2158402.8400000003,1749932.2500000005,5889.247265000001,2332.932998,7023.143105000002,16820.089000000004,13635.316970000002,1235664.1,0.4994126,0.02409039215,337573.44
4330,Geo33,2023-11-17,1378753.86,0.0,0.0,2390039.1900000004,929705.9200000002,10110.02069,0.0,0.0,18625.19362,7244.18651,0.0,0.0,0.02432076768,586798.4
1990,Geo2,2023-11-17,1748286.6500000004,0.0,0.0,5066559.19,1396860.3,12819.701950000002,0.0,0.0,39482.88806000001,10884.212570000003,542105.41,0.0,0.02422475539,892369.5
1210,Geo15,2023-11-17,674728.6700000002,0.0,0.0,3499249.8200000003,2309629.85,4947.598766000001,0.0,0.0,27269.093610000004,17996.431640000003,0.0,0.0,0.02431226138,680241.75
4798,Geo36,2023-11-17,2164524.2300000004,838146.4300000002,3823562.4900000007,5997752.2,2051032.2800000005,15871.85677,8080.763570000001,28412.602900000005,46739.52547000001,15981.462200000002,2835078.4000000004,0.0,0.02404107013,969886.5
898,Geo13,2023-11-17,1196460.1,78681.46,1008423.6800000002,3431522.4900000007,1017161.09,8773.310700000002,758.5861470000001,7493.520320000001,26741.307340000007,7925.629470000002,1091424.84,1.5700985,0.02412961551,444255.62
431,Geo10,2023-11-24,1214809.75,2674153.2400000007,0.0,5157850.060000001,2184588.4500000007,8907.863426000002,25782.13187,0.0,40194.30514000001,17022.120280000003,730658.5000000001,1.4186759,0.02419942888,994048.94
3395,Geo28,2023-11-24,713132.8600000001,0.0,0.0,3069254.5400000005,1765761.4700000004,5229.205817000001,0.0,0.0,23918.20915000001,13758.657110000002,0.0,0.0,0.02419595134,679385.8
3863,Geo30,2023-11-24,148090.69000000003,275635.58,0.0,786614.9500000001,286901.8900000001,1085.9080144000002,2657.4663720000003,0.0,6129.964544000001,2235.5140830000005,0.0,0.0,0.02434053061,270937.94
1523,Geo17,2023-11-24,1228002.38,885436.8600000002,0.0,3591667.2000000007,1938094.51,9004.601353000002,8536.701855000001,0.0,27989.290450000004,15101.460660000002,0.0,0.0,0.02415739832,777539.94
1367,Geo16,2023-11-24,1047048.09,0.0,0.0,411519.79,511581.9500000001,7677.713780000001,0.0,0.0,3206.908012000001,3986.201373000001,384818.72,0.0,0.02421589335,376367.94
275,Geo1,2023-11-24,104725.50000000004,265642.19000000006,0.0,676648.9400000001,531727.2400000001,767.9231120000002,2561.1177020000005,0.0,5273.017497000001,4143.171406,116265.27000000002,0.0,0.02422033526,199816.9
1679,Geo18,2023-11-24,997468.34,0.0,0.0,1282137.7800000005,668923.0900000001,7314.158753000001,0.0,0.0,9991.49514,5212.189587,0.0,0.0,0.02402560028,602324.5
899,Geo13,2023-11-24,100012.55000000002,851677.8600000002,0.0,2874052.5,538852.93,733.3643504000001,8211.223350000002,0.0,22397.03103,4198.694434,0.0,0.0,0.02446704337,444255.62
3551,Geo29,2023-11-24,52378.48000000001,0.0,0.0,746727.3,0.0,384.076869,0.0,0.0,5819.126313000001,0.0,0.0,0.0,0.02422384426,428704.5
4019,Geo31,2023-11-24,1303167.58,1764373.6000000003,0.0,2702850.8100000005,3028096.3900000006,9555.766880000005,17010.734180000003,0.0,21062.886240000003,23594.659990000004,841177.4800000001,0.0,0.02425800377,873369.7
4487,Geo34,2023-11-24,0.0,31128.460000000006,0.0,1720578.8600000003,312662.79000000004,0.0,300.11669930000005,0.0,13408.196340000002,2436.240741,378405.72,0.14682269,0.02403562997,607054.44
1835,Geo19,2023-11-24,1279483.0400000005,913235.4000000004,0.0,802073.9100000001,836257.6200000001,9382.094854000004,8804.71383,0.0,6250.434080000001,6516.045536000001,171678.43000000002,0.6937476,0.02426378878,426056.94
2927,Geo25,2023-11-24,0.0,685815.9,0.0,1975063.6400000004,3783302.1600000006,0.0,6612.109977000002,0.0,15391.356090000005,29479.154980000003,0.0,0.0,0.02425676352,779181.9
4955,Geo37,2023-11-24,222673.88000000003,0.0,0.0,0.0,49071.55,1632.8059440000004,0.0,0.0,0.0,382.3611858,59926.460000000014,0.0,0.0240728532,327985.06
6203,Geo9,2023-11-24,1665489.9800000002,586794.3400000001,0.0,737326.8100000002,807324.1000000002,12212.577190000002,5657.420340000001,0.0,5745.870130000001,6290.597973000001,0.0,0.0,0.02434694482,513695.22
2771,Geo24,2023-11-24,164984.71000000002,233670.36,0.0,576724.7200000001,442786.19000000006,1209.7871610000002,2252.870081,0.0,4494.3236910000005,3450.150803000001,0.0,1.1304808,0.02404872217,141613.08
3083,Geo26,2023-11-24,235727.36,0.0,0.0,968021.78,210115.29000000004,1728.5233570000005,0.0,0.0,7543.639246000001,1637.1996960000004,0.0,0.0,0.02427832572,271370.62
3707,Geo3,2023-11-24,172075.31000000003,614025.3900000001,0.0,745128.8900000001,193175.29000000004,1261.7804980000003,5919.9604530000015,0.0,5806.670694,1505.2046680000003,547060.3600000001,0.0,0.02417608193,229277.33
1211,Geo15,2023-11-24,1980552.2000000004,0.0,0.0,2295602.3200000003,1239123.4900000002,14522.841080000002,0.0,0.0,17889.263150000002,9655.14055,494381.8000000001,0.0,0.02433482909,680241.75
5111,Geo38,2023-11-24,499469.8500000001,455308.4800000001,0.0,634923.3,843694.2800000001,3662.4739800000007,4389.734316000001,0.0,4947.856012000001,6573.990863000001,0.0,0.0,0.02422064018,243833.56
3239,Geo27,2023-11-24,0.0,0.0,0.0,1001438.3500000002,0.0,0.0,0.0,0.0,7804.049154000002,0.0,0.0,0.0,0.02422331065,559967.9
5735,Geo6,2023-11-24,168471.93000000002,158226.86000000002,0.0,246827.90000000005,570014.06,1235.3580910000005,1525.5016920000005,0.0,1923.490415,4441.499084000001,139810.66,1.1487882,0.0241215073,218910.16
5423,Geo4,2023-11-24,0.0,385.99000000000007,0.0,0.0,147161.41000000003,0.0,3.721419130000001,0.0,0.0,1146.6686363000003,0.0,0.0,0.02419812692,337852.2
6047,Geo8,2023-11-24,429714.56000000006,95507.72000000002,0.0,795228.9400000001,0.0,3150.9779400000007,920.8120570000002,0.0,6197.092440000001,0.0,451509.0800000001,0.14523798,0.024285184,301630.44
2459,Geo22,2023-11-24,0.0,802461.1100000002,0.0,817611.5200000001,316014.49000000005,0.0,7736.713380000001,0.0,6371.516360000001,2462.356897000001,328871.95,0.0,0.02416482167,411040.88
5267,Geo39,2023-11-24,261352.74000000005,175884.39000000004,0.0,818450.0500000002,934530.19,1916.4272820000003,1695.7420370000002,0.0,6378.051207,7281.776370000001,635460.54,0.0,0.02428594993,798939.1
4799,Geo36,2023-11-24,1235625.38,711100.0600000002,0.0,284451.6400000001,0.0,9060.498876,6855.88057,0.0,2216.6863620000004,0.0,375018.9300000001,0.0,0.02439679924,969886.5
1991,Geo2,2023-11-24,0.0,1696222.7700000005,0.0,4047095.4700000007,3215248.3000000007,0.0,16353.676350000003,0.0,31538.369280000006,25052.93142,0.0,0.0,0.024328623,892369.5
2303,Geo21,2023-11-24,0.0,569181.5800000001,0.0,0.0,0.0,0.0,5487.611360000001,0.0,0.0,0.0,285167.9600000001,0.0,0.0242463914,557798.9
2147,Geo20,2023-11-24,345190.01000000007,0.0,0.0,2447430.7,1962281.2000000004,2531.1829070000003,0.0,0.0,19072.43745,15289.921790000004,0.0,0.0,0.0241186759,561594.6
119,Geo0,2023-11-24,27827.580000000005,170986.31000000003,0.0,86766.68000000001,148450.06000000003,204.0519437,1648.5186410000003,0.0,676.15889,1156.7097124000002,101433.09,0.10965288,0.02409684508,136670.94
587,Geo11,2023-11-24,566443.3500000001,1092723.1700000002,0.0,1284575.9300000002,1025596.0000000002,4153.572203000001,10535.19654,0.0,10010.49577,7991.353403000001,0.0,0.045818448,0.02403459784,659730.0
2615,Geo23,2023-11-24,1069005.9600000002,430168.31000000006,0.0,0.0,1963869.93,7838.724850000001,4147.352077000001,0.0,0.0,15302.301300000005,0.0,0.0,0.02431809842,981570.9
5579,Geo5,2023-11-24,0.0,255731.08000000005,0.0,1758206.2300000002,1133022.2200000002,0.0,2465.562550000001,0.0,13701.420480000002,8828.409260000002,0.0,0.0,0.02428688526,337573.44
4175,Geo32,2023-11-24,814586.5200000001,1630257.2000000004,0.0,80821.95000000001,1529107.2500000002,5973.137170000001,15717.687040000004,0.0,629.8325517000001,11914.66793,13502.390000000005,0.73960465,0.02417916138,714763.8
4643,Geo35,2023-11-24,1625605.9600000002,1915114.1900000004,0.0,2275296.100000001,2216569.9600000004,11920.118980000005,18464.05913,0.0,17731.019350000002,17271.317360000005,454858.3600000001,1.3792584,0.02418057345,742166.56
4331,Geo33,2023-11-24,312286.4800000001,446738.0500000001,123997.17000000004,1283123.9300000002,612343.4900000001,2289.9103590000004,4307.10511,921.4135964,9999.179850000002,4771.326450000001,0.0,0.0,0.02417347196,586798.4
1055,Geo14,2023-11-24,1226109.9400000002,0.0,0.0,1772681.4600000002,2127792.26,8990.724710000002,0.0,0.0,13814.223940000002,16579.568830000004,0.0,0.36028814,0.0241435051,765448.1
743,Geo12,2023-11-24,611685.25,941413.88,0.0,1304332.8100000003,1467362.16,4485.318508000001,9076.38908,0.0,10164.457380000002,11433.5562,0.0,0.0,0.02417516717,560989.75
5891,Geo7,2023-11-24,852694.2600000001,2095756.3000000005,560406.66,2243402.9200000004,2389874.6300000004,6252.570940000001,20205.67142,4164.339630000001,17482.480510000005,18621.69188,1174805.9400000002,1.1717374,0.0239919526,733989.56
4644,Geo35,2023-12-01,981725.03,1018287.6000000002,0.0,2067278.9500000004,3232794.51,7198.717735000001,9817.546750000003,0.0,16109.975090000004,25189.650530000003,1008929.4600000002,0.21963133,0.0241076649,742166.56
1368,Geo16,2023-12-01,226256.69000000003,0.0,0.0,558612.2300000001,0.0,1659.0778270000003,0.0,0.0,4353.175860000001,0.0,0.0,0.0,0.024356937,376367.94
3552,Geo29,2023-12-01,467506.4900000001,1471326.1200000003,0.0,921110.08,387137.0800000001,3428.095770000001,14185.396280000004,0.0,7178.063640000001,3016.5379860000007,0.0,0.6746506,0.02426220247,428704.5
1212,Geo15,2023-12-01,382875.4600000001,2273331.06,0.0,311340.26000000007,0.0,2807.519682000001,21917.710100000004,0.0,2426.2250870000007,0.0,0.0,0.0,0.0240328748,680241.75
